project	sample	experiment	run	reads_downloaded	paired_end	sra_misreported_paired_end	mapped_read_count	tissue	sharq_beta_cell_type	avg_read_length	characteristics	dataset
SRP017575	SRS379923	SRX210655	SRR633571	25936189	FALSE	FALSE	12858845	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: DFSP signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379924	SRX210656	SRR633572	20982455	FALSE	FALSE	9885534	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: FC signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379925	SRX210657	SRR633573	29325127	FALSE	FALSE	9792775	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: FC signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379926	SRX210658	SRR633574	20748290	FALSE	FALSE	13997979	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: FC signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379927	SRX210659	SRR633575	25865360	FALSE	FALSE	5858697	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: FC signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379928	SRX210660	SRR633576	16318172	FALSE	FALSE	8393823	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: FC signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379929	SRX210661	SRR633577	31856031	FALSE	FALSE	14261907	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: FC signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379930	SRX210662	SRR633578	14931248	FALSE	FALSE	2382986	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: EF signature"", ""prognosis: GOOD"")"	SRP017575_breast
SRP017575	SRS379931	SRX210663	SRR633579	29957552	FALSE	FALSE	8397940	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: EF signature"", ""prognosis: GOOD"")"	SRP017575_breast
SRP017575	SRS379932	SRX210664	SRR633580	25042931	FALSE	FALSE	6102450	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: EF signature"", ""prognosis: GOOD"")"	SRP017575_breast
SRP017575	SRS379933	SRX210665	SRR633581	30337174	FALSE	FALSE	9306160	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: EF signature"", ""prognosis: GOOD"")"	SRP017575_breast
SRP017575	SRS379934	SRX210666	SRR633582	15142619	FALSE	FALSE	11019059	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: IF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379935	SRX210667	SRR633583	19126543	FALSE	FALSE	14084228	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: IF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379936	SRX210668	SRR633584	11908308	FALSE	FALSE	7242205	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: IF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379937	SRX210669	SRR633585	18907194	FALSE	FALSE	13074862	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: PF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379938	SRX210670	SRR633586	15923606	FALSE	FALSE	5034529	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: PF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379939	SRX210671	SRR633587	20767083	FALSE	FALSE	17223022	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: PF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379940	SRX210672	SRR633588	22492270	FALSE	FALSE	9794022	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: PF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379941	SRX210673	SRR633589	18980362	FALSE	FALSE	7389492	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: PF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379942	SRX210674	SRR633590	37954516	FALSE	FALSE	9786843	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: PF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379943	SRX210675	SRR633591	34323503	FALSE	FALSE	11261430	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: PF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379944	SRX210676	SRR633592	37114407	FALSE	FALSE	8887203	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: PF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379945	SRX210677	SRR633593	20224640	FALSE	FALSE	10581107	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: NPAF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379946	SRX210678	SRR633594	17565995	FALSE	FALSE	10493691	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: NPAF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379947	SRX210679	SRR633595	14698144	FALSE	FALSE	9960934	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: NPAF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379948	SRX210680	SRR633596	15744813	FALSE	FALSE	7696470	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: NPAF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379949	SRX210681	SRR633597	23108289	FALSE	FALSE	17097703	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: NPAF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379950	SRX210682	SRR633598	7841428	FALSE	FALSE	4619381	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: NPAF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379951	SRX210683	SRR633599	21147743	FALSE	FALSE	15408038	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: FOTS signature"", ""prognosis: BAD"")"	SRP017575_breast
SRP017575	SRS379952	SRX210684	SRR633600	13947542	FALSE	FALSE	5829961	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: FOTS signature"", ""prognosis: BAD"")"	SRP017575_breast
SRP017575	SRS379953	SRX210685	SRR633601	24858488	FALSE	FALSE	20969250	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: FOTS signature"", ""prognosis: BAD"")"	SRP017575_breast
SRP017575	SRS379954	SRX210686	SRR633602	30064659	FALSE	FALSE	10237049	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: FOTS signature"", ""prognosis: BAD"")"	SRP017575_breast
SRP017575	SRS379955	SRX210687	SRR633603	21388277	FALSE	FALSE	11590997	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: NF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379956	SRX210688	SRR633604	29084127	FALSE	FALSE	13369261	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: NF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379957	SRX210689	SRR633605	27844023	FALSE	FALSE	12354416	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: NF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379958	SRX210690	SRR633606	31061169	FALSE	FALSE	20954370	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: NF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379959	SRX210691	SRR633607	35606200	FALSE	FALSE	11242745	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: NF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017575	SRS379960	SRX210692	SRR633608	35518886	FALSE	FALSE	9442894	breast	esc	36	"c(""tissue: Soft Tissue"", ""tissue archive method: FFPE"", ""stromal signature: NF signature"", ""prognosis: UNCLEAR"")"	SRP017575_breast
SRP017631	SRS381043	SRX212178	SRR639050	83449629	FALSE	FALSE	80133969	lung	imr90	43	"c(""treatment: no treat"", ""experiment: GRO-seq"", ""antibody: no"", ""restriction enzyme: no"")"	SRP017631_lung
SRP017631	SRS381044	SRX212179	SRR639051	91823343	FALSE	FALSE	88606994	lung	imr90	43	"c(""treatment: TNF-α (10ng/mL) 1hr"", ""experiment: GRO-seq"", ""antibody: no"", ""restriction enzyme: no"")"	SRP017631_lung
SRP017631	SRS435909	SRX294956	SRR882006	129250125	FALSE	FALSE	116990928	lung	imr90	36	"c(""treatment: no treat"", ""experiment: RNA-Seq"", ""antibody: no"", ""restriction enzyme: no"")"	SRP017631_lung
SRP017631	SRS435910	SRX294957	SRR882007	132837160	FALSE	FALSE	104323624	lung	imr90	36	"c(""treatment: TNF-α (10ng/mL) 1hr"", ""experiment: RNA-Seq"", ""antibody: no"", ""restriction enzyme: no"")"	SRP017631_lung
SRP017631	SRS435913	SRX294958	SRR882008	50373491	FALSE	FALSE	48551747	lung	imr90	50	"c(""treatment: cycloheximide (5µg/mL) pretreat 30min"", ""experiment: RNA-Seq"", ""antibody: no"", ""restriction enzyme: no"")"	SRP017631_lung
SRP017631	SRS435914	SRX294959	SRR882009	40130251	FALSE	FALSE	38745654	lung	imr90	50	"c(""treatment: TNF-α (10ng/mL) 1hr; cycloheximide (5µg/mL) pretreat 30min"", ""experiment: RNA-Seq"", ""antibody: no"", ""restriction enzyme: no"")"	SRP017631_lung
SRP017631	SRS435915	SRX294960	SRR882010	68416280	FALSE	FALSE	66249897	lung	imr90	50	"c(""treatment: no treat"", ""experiment: RNA-Seq"", ""antibody: no"", ""restriction enzyme: no"")"	SRP017631_lung
SRP017631	SRS435916	SRX294961	SRR882011	56808409	FALSE	FALSE	54930866	lung	imr90	50	"c(""treatment: TNF-α (10ng/mL) 1hr"", ""experiment: RNA-Seq"", ""antibody: no"", ""restriction enzyme: no"")"	SRP017631_lung
SRP017933	SRS385628	SRX216770	SRR648404	1761086	FALSE	FALSE	1571204	brain	cortex	27	"c(""subject id: 2"", ""age at death: 87 years"", ""tissue: Post morten brain"", ""tissue region: frontal cortex"")"	SRP017933_brain
SRP017933	SRS385629	SRX216771	SRR648405	971586	FALSE	FALSE	872366	brain	cortex	27	"c(""subject id: 2"", ""age at death: 87 years"", ""tissue: Post morten brain"", ""tissue region: temporal cortex"")"	SRP017933_brain
SRP017933	SRS385630	SRX216772	SRR648406	2485304	FALSE	FALSE	1969563	brain	cortex	27	"c(""subject id: 3"", ""age at death: 82 years"", ""tissue: Post morten brain"", ""tissue region: frontal cortex"")"	SRP017933_brain
SRP017933	SRS385631	SRX216773	SRR648407	1123658	FALSE	FALSE	1055104	brain	cortex	27	"c(""subject id: 3"", ""age at death: 82 years"", ""tissue: Post morten brain"", ""tissue region: temporal cortex"")"	SRP017933_brain
SRP017933	SRS385632	SRX216774	SRR648408	1634507	FALSE	FALSE	1515245	brain	esc	27	"c(""subject id: 3"", ""age at death: 82 years"", ""tissue: Post morten brain"", ""tissue region: hippocampus"")"	SRP017933_brain
SRP017933	SRS385633	SRX216775	SRR648409	1892003	FALSE	FALSE	1580961	brain	esc	27	"c(""subject id: 2"", ""age at death: 87 years"", ""tissue: Post morten brain"", ""tissue region: Caudate"")"	SRP017933_brain
SRP017933	SRS385634	SRX216776	SRR648410	1378402	FALSE	FALSE	1145441	brain	esc	27	"c(""subject id: 2"", ""age at death: 87 years"", ""tissue: Post morten brain"", ""tissue region: Putamen"")"	SRP017933_brain
SRP017933	SRS385635	SRX216777	SRR648411	1240101	FALSE	FALSE	1035123	brain	cortex	27	"c(""subject id: 7"", ""age at death: 97 years"", ""tissue: Post morten brain"", ""tissue region: temporal cortex"")"	SRP017933_brain
SRP017933	SRS385636	SRX216778	SRR648412	2480353	FALSE	FALSE	2147731	brain	cortex	27	"c(""subject id: 7"", ""age at death: 97 years"", ""tissue: Post morten brain"", ""tissue region: frontal cortex"")"	SRP017933_brain
SRP017933	SRS385637	SRX216779	SRR648413	3541659	FALSE	FALSE	2861805	brain	esc	27	"c(""subject id: 7"", ""age at death: 97 years"", ""tissue: Post morten brain"", ""tissue region: Hippocampus"")"	SRP017933_brain
SRP017933	SRS385638	SRX216780	SRR648414	3109826	FALSE	FALSE	2371646	brain	cortex	27	"c(""subject id: 4"", ""age at death: 87 years"", ""tissue: Post morten brain"", ""tissue region: temporal cortex"")"	SRP017933_brain
SRP017933	SRS385639	SRX216781	SRR648415	1263949	FALSE	FALSE	1112950	brain	cortex	27	"c(""subject id: 4"", ""age at death: 87 years"", ""tissue: Post morten brain"", ""tissue region: frontal cortex"")"	SRP017933_brain
SRP017933	SRS385640	SRX216782	SRR648416	2216620	FALSE	FALSE	1895206	brain	esc	27	"c(""subject id: 4"", ""age at death: 87 years"", ""tissue: Post morten brain"", ""tissue region: Hippocampus"")"	SRP017933_brain
SRP017933	SRS385641	SRX216783	SRR648417	1325277	FALSE	FALSE	1157589	brain	esc	27	"c(""subject id: 4"", ""age at death: 87 years"", ""tissue: Post morten brain"", ""tissue region: Putamen"")"	SRP017933_brain
SRP017933	SRS385642	SRX216784	SRR648418	3551618	FALSE	FALSE	3156635	brain	cortex	27	"c(""subject id: 1"", ""age at death: 91 years"", ""tissue: Post morten brain"", ""tissue region: frontal cortex"")"	SRP017933_brain
SRP017933	SRS385643	SRX216785	SRR648419	4619640	FALSE	FALSE	3836315	brain	cortex	27	"c(""subject id: 1"", ""age at death: 91 years"", ""tissue: Post morten brain"", ""tissue region: temporal cortex"")"	SRP017933_brain
SRP017933	SRS385644	SRX216786	SRR648420	2128716	FALSE	FALSE	1820333	brain	esc	27	"c(""subject id: 1"", ""age at death: 91 years"", ""tissue: Post morten brain"", ""tissue region: Hippocampus"")"	SRP017933_brain
SRP017933	SRS385645	SRX216787	SRR648421	2031780	FALSE	FALSE	1826245	brain	esc	27	"c(""subject id: 1"", ""age at death: 91 years"", ""tissue: Post morten brain"", ""tissue region: Caudate"")"	SRP017933_brain
SRP017933	SRS385646	SRX216788	SRR648422	3928652	FALSE	FALSE	3371172	brain	esc	27	"c(""subject id: 1"", ""age at death: 91 years"", ""tissue: Post morten brain"", ""tissue region: Putamen"")"	SRP017933_brain
SRP017933	SRS385647	SRX216789	SRR648423	1814474	FALSE	FALSE	1590080	brain	esc	27	"c(""subject id: 2"", ""age at death: 87 years"", ""tissue: Post morten brain"", ""tissue region: Hippocampus"")"	SRP017933_brain
SRP017933	SRS385648	SRX216790	SRR648424	5065724	FALSE	FALSE	4553350	brain	esc	27	"c(""subject id: 7"", ""age at death: 97 years"", ""tissue: Post morten brain"", ""tissue region: Caudate"")"	SRP017933_brain
SRP017933	SRS385649	SRX216791	SRR648425	3187490	FALSE	FALSE	2939829	brain	esc	27	"c(""subject id: 5"", ""age at death: 89 years"", ""tissue: Post morten brain"", ""tissue region: Caudate"")"	SRP017933_brain
SRP017933	SRS385650	SRX216792	SRR648426	4324513	FALSE	FALSE	3744275	brain	esc	27	"c(""subject id: 5"", ""age at death: 89 years"", ""tissue: Post morten brain"", ""tissue region: Putamen"")"	SRP017933_brain
SRP017933	SRS385651	SRX216793	SRR648427	3739793	FALSE	FALSE	3366137	brain	esc	27	"c(""subject id: 6"", ""age at death: 70 years"", ""tissue: Post morten brain"", ""tissue region: Caudate"")"	SRP017933_brain
SRP017933	SRS385652	SRX216794	SRR648428	2142803	FALSE	FALSE	1995564	brain	esc	27	"c(""subject id: 6"", ""age at death: 70 years"", ""tissue: Post morten brain"", ""tissue region: Putamen"")"	SRP017933_brain
SRP017959	SRS386063	SRX217680	SRR649360	19508676	FALSE	FALSE	17373809	brain	leukemia	76	"c(""Sex: male"", ""strain: NA"", ""age: adult, 48 years"", ""extract_protocol: Illumina GAIIx, strand-specific"", ""library-type (for tophat and cufflinks): fr-secondstrand"")"	SRP017959_brain
SRP017959	SRS386064	SRX217681	SRR649361	38402147	FALSE	FALSE	38276762	brain	leukemia	75	"c(""Sex: male"", ""strain: NA"", ""age: adult"", ""extract_protocol: Illumina GAIIx, strand-specific"", ""library-type (for tophat and cufflinks): fr-secondstrand"")"	SRP017959_brain
SRP017959	SRS464356	SRX328074	SRR943339	46939560	TRUE	FALSE	29374218	brain	leukemia	202	"c(""Sex: male"", ""strain: NA"", ""age: adult"", ""extract_protocol: Illumina GAII, non strand-specific"", ""library-type (for tophat and cufflinks): fr-unstranded"")"	SRP017959_brain
SRP017959	SRS464374	SRX328092	SRR943357	43471036	TRUE	FALSE	39831570	brain	leukemia	202	"c(""Sex: male"", ""strain: NA"", ""age: adult"", ""extract_protocol: Illumina GAII, non strand-specific"", ""library-type (for tophat and cufflinks): fr-unstranded"")"	SRP017959_brain
SRP017959	SRS464376	SRX328093	SRR943358	30490588	TRUE	FALSE	28429372	brain	leukemia	202	"c(""Sex: male"", ""strain: NA"", ""age: adult"", ""extract_protocol: Illumina GAII, non strand-specific"", ""library-type (for tophat and cufflinks): fr-unstranded"")"	SRP017959_brain
SRP018020	SRS386313	SRX218241	SRR650353	35919068	TRUE	FALSE	35210344	umbilical_cord	other	98	"c(""storage method: Liquefied storage"", ""purification method: PureSperm cushion"")"	SRP018020_umbilical_cord
SRP018020	SRS386314	SRX218242	SRR650354	16886142	TRUE	FALSE	14987196	umbilical_cord	other	98	"c(""storage method: Liquefied storage"", ""purification method: Somatic Cell Lysis Buffer"")"	SRP018020_umbilical_cord
SRP018020	SRS386315	SRX218243	SRR650355	29240366	TRUE	FALSE	27853554	umbilical_cord	other	98	"c(""storage method: Pelleted storage"", ""purification method: PureSperm cushion"")"	SRP018020_umbilical_cord
SRP018020	SRS386316	SRX218244	SRR650356	17925296	TRUE	FALSE	15110270	umbilical_cord	other	98	"c(""storage method: Pelleted storage"", ""purification method: Somatic Cell Lysis Buffer"")"	SRP018020_umbilical_cord
SRP018020	SRS386317	SRX218245	SRR650357	27756812	TRUE	FALSE	26823516	umbilical_cord	other	98	"c(""storage method: Liquefied storage"", ""purification method: PureSperm cushion"")"	SRP018020_umbilical_cord
SRP018020	SRS386318	SRX218246	SRR650358	14527614	TRUE	FALSE	13778652	umbilical_cord	other	98	"c(""storage method: Liquefied storage"", ""purification method: Somatic Cell Lysis Buffer"")"	SRP018020_umbilical_cord
SRP018020	SRS386319	SRX218247	SRR650359	32393560	TRUE	FALSE	30218564	umbilical_cord	other	98	"c(""storage method: Pelleted storage"", ""purification method: PureSperm cushion"")"	SRP018020_umbilical_cord
SRP018020	SRS386320	SRX218248	SRR650360	21177970	TRUE	FALSE	19848434	umbilical_cord	other	98	"c(""storage method: Pelleted storage"", ""purification method: Somatic Cell Lysis Buffer"")"	SRP018020_umbilical_cord
SRP018020	SRS386321	SRX218249	SRR650361	25770468	TRUE	FALSE	24133434	umbilical_cord	other	98	"c(""storage method: Liquefied storage"", ""purification method: PureSperm cushion"")"	SRP018020_umbilical_cord
SRP018020	SRS386322	SRX218250	SRR650362	14713772	TRUE	FALSE	14007290	umbilical_cord	other	98	"c(""storage method: Liquefied storage"", ""purification method: Somatic Cell Lysis Buffer"")"	SRP018020_umbilical_cord
SRP018020	SRS386323	SRX218251	SRR650363	26684238	TRUE	FALSE	25530861	umbilical_cord	other	98	"c(""storage method: Pelleted storage"", ""purification method: PureSperm cushion"")"	SRP018020_umbilical_cord
SRP018020	SRS386324	SRX218252	SRR650364	42008706	TRUE	FALSE	38361279	umbilical_cord	other	98	"c(""storage method: Pelleted storage"", ""purification method: Somatic Cell Lysis Buffer"")"	SRP018020_umbilical_cord
SRP018020	SRS386325	SRX218253	SRR650365	27047030	TRUE	FALSE	26438615	umbilical_cord	other	98	"c(""storage method: Liquefied storage"", ""purification method: PureSperm cushion"")"	SRP018020_umbilical_cord
SRP018020	SRS386326	SRX218254	SRR650366	17366340	TRUE	FALSE	15466627	umbilical_cord	other	98	"c(""storage method: Liquefied storage"", ""purification method: Somatic Cell Lysis Buffer"")"	SRP018020_umbilical_cord
SRP018020	SRS386327	SRX218255	SRR650367	24945082	TRUE	FALSE	23382274	umbilical_cord	other	98	"c(""storage method: Pelleted storage"", ""purification method: PureSperm cushion"")"	SRP018020_umbilical_cord
SRP018020	SRS386328	SRX218256	SRR650368	19109078	TRUE	FALSE	17921377	umbilical_cord	other	98	"c(""storage method: Pelleted storage"", ""purification method: Somatic Cell Lysis Buffer"")"	SRP018020_umbilical_cord
SRP018254	SRS387908	SRX220340	SRR653391	424036496	TRUE	FALSE	416956888	blood	other	102	"c(""tissue: Hematopoietic"", ""tumor stage: Acute myeloid leukemia"", ""gene knockdown: AML1-ETO"")"	SRP018254_blood
SRP018254	SRS387909	SRX220341	SRR653392	437052382	TRUE	FALSE	425556699	blood	other	102	"c(""tissue: Hematopoietic"", ""tumor stage: Acute myeloid leukemia"", ""gene knockdown: E2A/TCF3"")"	SRP018254_blood
SRP018254	SRS387910	SRX220342	SRR653393	427821266	TRUE	FALSE	418981683	blood	other	102	"c(""tissue: Hematopoietic"", ""tumor stage: Acute myeloid leukemia"", ""gene knockdown: LYL1"")"	SRP018254_blood
SRP018254	SRS387911	SRX220343	SRR653394	429601712	TRUE	FALSE	424550532	blood	other	102	"c(""tissue: Hematopoietic"", ""tumor stage: Acute myeloid leukemia"", ""gene knockdown: LDB1"")"	SRP018254_blood
SRP018254	SRS387912	SRX220344	SRR653395	437032014	TRUE	FALSE	431118751	blood	other	102	"c(""tissue: Hematopoietic"", ""tumor stage: Acute myeloid leukemia"", ""gene knockdown: LMO2"")"	SRP018254_blood
SRP018254	SRS387914	SRX220346	SRR653397	428646208	TRUE	FALSE	423019414	blood	other	102	"c(""tissue: Hematopoietic"", ""tumor stage: Acute myeloid leukemia"", ""gene knockdown: HEB/TCF12"")"	SRP018254_blood
SRP018254	SRS387915	SRX220347	SRR653398	436825508	TRUE	FALSE	429589531	blood	other	102	"c(""tissue: Hematopoietic"", ""tumor stage: Acute myeloid leukemia"", ""gene knockdown: none"")"	SRP018254_blood
SRP018254	SRS387916	SRX220348	SRR653399	321136248	TRUE	FALSE	316829914	blood	other	102	"c(""tissue: Hematopoietic"", ""tumor stage: Acute myeloid leukemia"", ""gene knockdown: HEB/TCF12 and E2A/TCF3"")"	SRP018254_blood
SRP018254	SRS387917	SRX220349	SRR653400	362082206	TRUE	FALSE	355811154	blood	other	102	"c(""tissue: Hematopoietic"", ""tumor stage: Acute myeloid leukemia"", ""gene knockdown: none"")"	SRP018254_blood
SRP018525	SRS440526	SRX300874	SRR893047	42971258	TRUE	FALSE	42829304	umbilical_cord	esc	180	"c(""cell type: oocyte"", ""ethnicity: Han Chinese"", ""supplementary file: Human_expression_mat.txt"")"	SRP018525_umbilical_cord
SRP018525	SRS440528	SRX300876	SRR893049	50735070	TRUE	FALSE	50536537	umbilical_cord	esc	180	"c(""cell type: pronucleus"", ""ethnicity: Han Chinese"", ""supplementary file: Human_expression_mat.txt"")"	SRP018525_umbilical_cord
SRP018525	SRS440529	SRX300877	SRR893050	43270964	TRUE	FALSE	43038472	umbilical_cord	esc	180	"c(""cell type: pronucleus"", ""ethnicity: Han Chinese"", ""supplementary file: Human_expression_mat.txt"")"	SRP018525_umbilical_cord
SRP018525	SRS440530	SRX300878	SRR893051	49265972	TRUE	FALSE	49071438	umbilical_cord	esc	180	"c(""cell type: pronucleus"", ""ethnicity: Han Chinese"", ""supplementary file: Human_expression_mat.txt"")"	SRP018525_umbilical_cord
SRP018525	SRS440531	SRX300879	SRR893052	48036922	TRUE	FALSE	47841666	umbilical_cord	esc	180	"c(""cell type: zygote"", ""ethnicity: Han Chinese"", ""supplementary file: Human_expression_mat.txt"")"	SRP018525_umbilical_cord
SRP018525	SRS440533	SRX300881	SRR893054	44713870	TRUE	FALSE	44525078	umbilical_cord	esc	180	"c(""cell type: 2-cell blastomere"", ""ethnicity: Han Chinese"", ""supplementary file: Human_expression_mat.txt"")"	SRP018525_umbilical_cord
SRP018525	SRS440534	SRX300882	SRR893055	37590844	TRUE	FALSE	37451795	umbilical_cord	esc	180	"c(""cell type: 2-cell blastomere"", ""ethnicity: Han Chinese"", ""supplementary file: Human_expression_mat.txt"")"	SRP018525_umbilical_cord
SRP018525	SRS440536	SRX300884	SRR893057	39216958	TRUE	FALSE	39044830	umbilical_cord	esc	180	"c(""cell type: 4-cell blastomere"", ""ethnicity: Han Chinese"", ""supplementary file: Human_expression_mat.txt"")"	SRP018525_umbilical_cord
SRP018525	SRS440537	SRX300885	SRR893058	41811146	TRUE	FALSE	41628546	umbilical_cord	esc	180	"c(""cell type: 4-cell blastomere"", ""ethnicity: Han Chinese"", ""supplementary file: Human_expression_mat.txt"")"	SRP018525_umbilical_cord
SRP018525	SRS440539	SRX300887	SRR893060	48528178	TRUE	FALSE	48352739	umbilical_cord	esc	180	"c(""cell type: 4-cell blastomere"", ""ethnicity: Han Chinese"", ""supplementary file: Human_expression_mat.txt"")"	SRP018525_umbilical_cord
SRP018525	SRS440540	SRX300888	SRR893061	39026444	TRUE	FALSE	38892561	umbilical_cord	esc	180	"c(""cell type: 8-cell blastomere"", ""ethnicity: Han Chinese"", ""supplementary file: Human_expression_mat.txt"")"	SRP018525_umbilical_cord
SRP018525	SRS440541	SRX300889	SRR893062	35860734	TRUE	FALSE	35719886	umbilical_cord	esc	180	"c(""cell type: 8-cell blastomere"", ""ethnicity: Han Chinese"", ""supplementary file: Human_expression_mat.txt"")"	SRP018525_umbilical_cord
SRP018525	SRS440542	SRX300890	SRR893063	37408206	TRUE	FALSE	37267621	umbilical_cord	esc	180	"c(""cell type: 8-cell blastomere"", ""ethnicity: Han Chinese"", ""supplementary file: Human_expression_mat.txt"")"	SRP018525_umbilical_cord
SRP018525	SRS440544	SRX300892	SRR893065	43442968	TRUE	FALSE	40330645	umbilical_cord	esc	98	"c(""cell type: 8-cell blastomere"", ""ethnicity: Han Chinese"", ""supplementary file: Human_expression_mat.txt"")"	SRP018525_umbilical_cord
SRP018525	SRS440545	SRX300893	SRR893066	43314944	TRUE	FALSE	41044570	umbilical_cord	esc	98	"c(""cell type: 8-cell blastomere"", ""ethnicity: Han Chinese"", ""supplementary file: Human_expression_mat.txt"")"	SRP018525_umbilical_cord
